,Unnamed: 0,uri,definition,type,atributo,labels
11095,11095,<http://localhost/756755>,2022-02-26,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 25.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
552,552,<http://localhost/121892>,2019-03-04,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 40.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
1953,1953,<http://localhost/187287>,2019-02-03,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 60.0, 'Femenino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
3192,3192,<http://localhost/249031>,2019-02-01,crime:obs,"['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>']
3046,3046,<http://localhost/242468>,2019-02-28,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_A_BORDO_DE_TAXI_PÚBLICO_Y_PRIVADO_CON_VIOLENCIA>', 29.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_TAXI_CON_VIOLENCIA>']
11517,11517,<http://localhost/785613>,2022-04-07,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_SIN_VIOLENCIA>', 18.0, 'Femenino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
2565,2565,<http://localhost/217113>,2019-11-29,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_A_BORDO_DE_TAXI_PÚBLICO_Y_PRIVADO_CON_VIOLENCIA>', 34.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_TAXI_CON_VIOLENCIA>']
1739,1739,<http://localhost/178043>,2019-10-25,crime:obs,"['<http://localhost/ROBO_DE_MOTOCICLETA_CON_VIOLENCIA>', 40.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
2895,2895,<http://localhost/234190>,2019-06-05,crime:obs,"['<http://localhost/VIOLACION>', 32.0, 'Femenino']",['<http://localhost/VIOLACIÓN>']
6818,6818,<http://localhost/472395>,2020-12-14,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
6591,6591,<http://localhost/458033>,2020-11-23,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 37.0, 'Femenino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
1910,1910,<http://localhost/18540>,2019-02-17,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 50.0, 'Femenino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
8017,8017,<http://localhost/546395>,2018-05-08,crime:obs,"['<http://localhost/VIOLACION_EQUIPARADA>', 12.0, 'Femenino']",['<http://localhost/VIOLACIÓN>']
2055,2055,<http://localhost/191340>,2019-03-22,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 36.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
1569,1569,<http://localhost/169805>,2019-11-25,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 22.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
2764,2764,<http://localhost/227313>,2019-08-08,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 54.0, 'Masculino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
4926,4926,<http://localhost/348556>,2020-02-16,crime:obs,"['<http://localhost/VIOLACION_EQUIPARADA_POR_CONOCIDO>', 'No especificado', 'Femenino']",['<http://localhost/VIOLACIÓN>']
8503,8503,<http://localhost/577029>,2021-05-27,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 44.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
4556,4556,<http://localhost/328310>,2020-03-26,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
289,289,<http://localhost/112307>,2019-01-19,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_CON_VIOLENCIA>', 26.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
13413,13413,<http://localhost/917100>,2022-10-09,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_SIN_VIOLENCIA>', 45.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
6332,6332,<http://localhost/441359>,2020-10-27,crime:obs,"['<http://localhost/ENCUBRIMIENTO>', 'No especificado', 'No especificado']",['<http://localhost/DELITO_DE_BAJO_IMPACTO>']
7818,7818,<http://localhost/533538>,2021-03-29,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 45.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
10896,10896,<http://localhost/741819>,2022-02-02,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_SIN_VIOLENCIA>', 51.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
9823,9823,<http://localhost/672320>,2021-10-13,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_CON_VIOLENCIA>', 43.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
9867,9867,<http://localhost/675611>,2021-10-24,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 34.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
13040,13040,<http://localhost/892398>,2022-09-02,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
3235,3235,<http://localhost/251236>,2019-05-08,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_SALIENDO_DEL_BANCO_CON_VIOLENCIA>', 54.0, 'Masculino']",['<http://localhost/ROBO_A_CUENTAHABIENTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>']
7864,7864,<http://localhost/536191>,2021-04-02,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 26.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
13710,13710,<http://localhost/939778>,2022-11-10,crime:obs,"['<http://localhost/HOMICIDIOS_INTENCIONALES_(OTROS)>', 18.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
5155,5155,<http://localhost/362641>,2020-06-15,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 22.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
7323,7323,<http://localhost/503413>,2021-02-11,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 34.0, 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
13404,13404,<http://localhost/916093>,2022-10-01,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_A_BORDO_DE_TAXI_PÚBLICO_Y_PRIVADO_CON_VIOLENCIA>', 33.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_TAXI_CON_VIOLENCIA>']
11068,11068,<http://localhost/754820>,2022-02-24,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 29.0, 'Femenino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
12099,12099,<http://localhost/827583>,2022-06-02,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_SALIENDO_DEL_BANCO_CON_VIOLENCIA>', 51.0, 'Masculino']",['<http://localhost/ROBO_A_CUENTAHABIENTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>']
599,599,<http://localhost/123600>,2019-05-06,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 38.0, 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
111,111,<http://localhost/105418>,2018-12-28,crime:obs,"['<http://localhost/ROBO_A_REPARTIDOR_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_REPARTIDOR_CON_Y_SIN_VIOLENCIA>']
10031,10031,<http://localhost/685627>,2021-11-09,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 24.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
11641,11641,<http://localhost/795044>,2022-04-20,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 60.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
4371,4371,<http://localhost/315655>,2020-03-10,crime:obs,"['<http://localhost/PERDIDA_DE_LA_VIDA_POR_OTRAS_CAUSAS>', 70.0, 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
11563,11563,<http://localhost/78825>,2019-03-23,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 31.0, 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
12337,12337,<http://localhost/844788>,2022-06-29,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 30.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
12186,12186,<http://localhost/834045>,2022-05-14,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 'No especificado', 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
10446,10446,<http://localhost/713507>,2021-12-18,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_A_BORDO_DE_TAXI_PÚBLICO_Y_PRIVADO_CON_VIOLENCIA>', 26.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_TAXI_CON_VIOLENCIA>']
13982,13982,<http://localhost/98836>,2019-10-01,crime:obs,"['<http://localhost/HOMICIDIO_POR_GOLPES>', 57.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
524,524,<http://localhost/121212>,2019-03-01,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 24.0, 'Femenino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
10943,10943,<http://localhost/745670>,2022-02-10,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_CON_VIOLENCIA>', 24.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
1157,1157,<http://localhost/149465>,2019-06-25,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 34.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
1757,1757,<http://localhost/179019>,2019-10-11,crime:obs,"['<http://localhost/ROBO_A_REPARTIDOR_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_REPARTIDOR_CON_Y_SIN_VIOLENCIA>']
3826,3826,<http://localhost/281721>,2020-01-24,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_SALIENDO_DEL_BANCO_CON_VIOLENCIA>', 27.0, 'Masculino']",['<http://localhost/ROBO_A_CUENTAHABIENTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>']
13018,13018,<http://localhost/891558>,2022-09-04,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 37.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
6653,6653,<http://localhost/461611>,2020-11-27,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 28.0, 'Femenino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
10407,10407,<http://localhost/71065>,2019-10-04,crime:obs,"['<http://localhost/VIOLACION>', 36.0, 'Femenino']",['<http://localhost/VIOLACIÓN>']
1155,1155,<http://localhost/149315>,2019-06-06,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 47.0, 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
13706,13706,<http://localhost/93932>,2019-07-03,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 19.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
6118,6118,<http://localhost/425548>,2020-10-04,crime:obs,"['<http://localhost/DDH_SIN_DATOS>', 'No especificado', 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
2872,2872,<http://localhost/232706>,2019-08-21,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 53.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
9138,9138,<http://localhost/623559>,2021-08-07,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 45.0, 'Femenino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
8932,8932,<http://localhost/608342>,2021-07-15,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 32.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
5904,5904,<http://localhost/411180>,2020-09-10,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 20.0, 'Femenino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
650,650,<http://localhost/126082>,2019-01-02,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 33.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
9662,9662,<http://localhost/660835>,2021-10-03,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_BLANCA>', 51.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
8426,8426,<http://localhost/571264>,2021-05-22,crime:obs,"['<http://localhost/DDH_RELACIONADAS>', 5.0, 'Femenino']",['<http://localhost/HECHO_NO_DELICTIVO>']
7508,7508,<http://localhost/513522>,2021-02-28,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 25.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
11027,11027,<http://localhost/751834>,2022-02-20,crime:obs,"['<http://localhost/DDH_RELACIONADAS>', 56.0, 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
10899,10899,<http://localhost/742021>,2022-01-16,crime:obs,"['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>']
2629,2629,<http://localhost/220350>,2019-07-22,crime:obs,"['<http://localhost/ROBO_DE_MOTOCICLETA_CON_VIOLENCIA>', 26.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
4023,4023,<http://localhost/293947>,2020-02-10,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_A_BORDO_DE_TAXI_PÚBLICO_Y_PRIVADO_CON_VIOLENCIA>', 32.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_TAXI_CON_VIOLENCIA>']
12622,12622,<http://localhost/863646>,2022-07-26,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_SALIENDO_DEL_BANCO_CON_VIOLENCIA>', 21.0, 'Masculino']",['<http://localhost/ROBO_A_CUENTAHABIENTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>']
10381,10381,<http://localhost/709248>,2021-12-13,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 30.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
4923,4923,<http://localhost/348481>,2020-05-14,crime:obs,"['<http://localhost/ROBO_A_REPARTIDOR_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_REPARTIDOR_CON_Y_SIN_VIOLENCIA>']
8280,8280,<http://localhost/561978>,2021-05-10,crime:obs,"['<http://localhost/PERDIDA_DE_LA_VIDA_POR_OTRAS_CAUSAS>', 56.0, 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
3237,3237,<http://localhost/251427>,2019-03-04,crime:obs,"['<http://localhost/USURPACIÓN_DE_IDENTIDAD>', 'No especificado', 'Masculino']",['<http://localhost/DELITO_DE_BAJO_IMPACTO>']
5858,5858,<http://localhost/407947>,2020-09-02,crime:obs,"['<http://localhost/ROBO_DE_MOTOCICLETA_CON_VIOLENCIA>', 39.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
9924,9924,<http://localhost/679090>,2021-10-28,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 'No especificado', 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
4091,4091,<http://localhost/298688>,2020-02-17,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 34.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
9431,9431,<http://localhost/64563>,2019-02-10,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 'No especificado', 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
6841,6841,<http://localhost/473391>,2020-12-14,crime:obs,"['<http://localhost/ROBO_A_REPARTIDOR_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_REPARTIDOR_CON_Y_SIN_VIOLENCIA>']
9659,9659,<http://localhost/660561>,2021-10-02,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 29.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
3843,3843,<http://localhost/282891>,2020-01-25,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
6186,6186,<http://localhost/43122>,2019-07-27,crime:obs,"['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>']
4576,4576,<http://localhost/329168>,2020-03-29,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 43.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
7465,7465,<http://localhost/511393>,2021-02-24,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 42.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
7372,7372,<http://localhost/506483>,2021-02-16,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>', 41.0, 'Masculino']",['<http://localhost/ROBO_A_CUENTAHABIENTE_SALIENDO_DEL_CAJERO_CON_VIOLENCIA>']
7226,7226,<http://localhost/498263>,2021-01-28,crime:obs,"['<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>', 'No especificado', 'Femenino']",['<http://localhost/DELITO_DE_BAJO_IMPACTO>']
393,393,<http://localhost/116244>,2019-04-17,crime:obs,"['<http://localhost/PERDIDA_DE_LA_VIDA_POR_CAIDA>', 74.0, 'Femenino']",['<http://localhost/HECHO_NO_DELICTIVO>']
11778,11778,<http://localhost/804530>,2022-05-05,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>', 'No especificado', 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
3918,3918,<http://localhost/287837>,2020-02-02,crime:obs,"['<http://localhost/ROBO_A_CASA_HABITACION_CON_VIOLENCIA>', 47.0, 'Femenino']",['<http://localhost/ROBO_A_CASA_HABITACIÓN_CON_VIOLENCIA>']
4584,4584,<http://localhost/329546>,2020-03-29,crime:obs,"['<http://localhost/ROBO_DE_MOTOCICLETA_SIN_VIOLENCIA>', 'No especificado', 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
11970,11970,<http://localhost/818947>,2022-05-24,crime:obs,"['<http://localhost/ROBO_A_REPARTIDOR_CON_VIOLENCIA>', 36.0, 'Masculino']",['<http://localhost/ROBO_A_REPARTIDOR_CON_Y_SIN_VIOLENCIA>']
8482,8482,<http://localhost/575824>,2021-05-29,crime:obs,"['<http://localhost/PERDIDA_DE_LA_VIDA_POR_SUICIDIO>', 84.0, 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
5409,5409,<http://localhost/378601>,2020-07-17,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>', 41.0, 'Masculino']",['<http://localhost/DELITO_DE_BAJO_IMPACTO>']
11345,11345,<http://localhost/775101>,2022-03-24,crime:obs,"['<http://localhost/NARCOMENUDEO_POSESIÓN_CON_FINES_DE_VENTA,_COMERCIO_Y_SUMINISTRO>', 'No especificado', 'No especificado']",['<http://localhost/DELITO_DE_BAJO_IMPACTO>']
8050,8050,<http://localhost/547951>,2021-04-20,crime:obs,"['<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>', 45.0, 'Masculino']",['<http://localhost/ROBO_DE_VEHÍCULO_CON_Y_SIN_VIOLENCIA>']
13278,13278,<http://localhost/908461>,2022-09-28,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_DE_FUEGO>', 43.0, 'Femenino']",['<http://localhost/HOMICIDIO_DOLOSO>']
4298,4298,<http://localhost/31178>,2019-05-08,crime:obs,"['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>']
12381,12381,<http://localhost/847280>,2022-07-03,crime:obs,"['<http://localhost/LESIONES_INTENCIONALES_POR_ARMA_DE_FUEGO>', 22.0, 'Masculino']",['<http://localhost/LESIONES_DOLOSAS_POR_DISPARO_DE_ARMA_DE_FUEGO>']
2734,2734,<http://localhost/225788>,2019-09-04,crime:obs,"['<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>', 17.0, 'Masculino']",['<http://localhost/ROBO_A_TRANSEUNTE_EN_VÍA_PÚBLICA_CON_Y_SIN_VIOLENCIA>']
7693,7693,<http://localhost/524831>,2021-03-17,crime:obs,"['<http://localhost/HOMICIDIO_POR_ARMA_BLANCA>', 41.0, 'Masculino']",['<http://localhost/HOMICIDIO_DOLOSO>']
6112,6112,<http://localhost/424896>,2020-10-03,crime:obs,"['<http://localhost/PERDIDA_DE_LA_VIDA_POR_OTRAS_CAUSAS>', 64.0, 'Masculino']",['<http://localhost/HECHO_NO_DELICTIVO>']
10654,10654,<http://localhost/725335>,2022-01-08,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_CON_VIOLENCIA>', 'No especificado', 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
13824,13824,<http://localhost/947880>,2022-11-22,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_PESERO_COLECTIVO_CON_VIOLENCIA>', 30.0, 'Masculino']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_MICROBUS_CON_Y_SIN_VIOLENCIA>']
8389,8389,<http://localhost/569036>,2021-03-01,crime:obs,"['<http://localhost/VIOLACION>', 48.0, 'Femenino']",['<http://localhost/VIOLACIÓN>']
1355,1355,<http://localhost/159177>,2019-10-04,crime:obs,"['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>', 'No especificado', 'No especificado']",['<http://localhost/ROBO_A_PASAJERO_A_BORDO_DEL_METRO_CON_Y_SIN_VIOLENCIA>']
