,atributo,type,uri,definition
9336,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/30588>,2016-11-18 11:30:00
16797,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/79254>,2016-09-29 21:30:00
12758,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/52613>,2016-08-01 12:00:00
19885,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/99205>,2016-10-22 06:00:00
18711,<http://localhost/FRAUDE>,crime:obs,<http://localhost/91764>,2016-02-04 12:00:00
1914,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/112862>,2016-10-01 11:00:00
17839,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/8604>,2016-03-05 20:30:00
17654,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/84890>,2016-01-15 10:00:00
2239,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/114712>,2016-07-12 12:20:00
3731,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:obs,<http://localhost/12434>,2016-10-13 10:50:00
18577,<http://localhost/DESPOJO>,crime:obs,<http://localhost/90949>,2016-08-17 11:00:00
9572,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/32014>,2016-10-16 02:30:00
7837,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21261>,2016-09-13 11:00:00
17695,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85126>,2016-09-09 20:00:00
3937,<http://localhost/FRAUDE>,crime:obs,<http://localhost/125743>,2016-09-09 09:15:00
19893,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/99230>,2016-09-20 14:35:00
1087,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/107155>,2016-08-09 16:00:00
17342,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/82806>,2016-12-21 09:00:00
73,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/100575>,2016-03-19 20:37:00
17545,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/84272>,2016-10-11 08:30:00
18878,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/92976>,2016-10-09 17:50:00
19591,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/97304>,2016-03-19 02:20:00
8812,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/27408>,2016-09-02 08:40:00
5721,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/136928>,2016-03-30 11:50:00
3688,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/124116>,2016-04-04 06:40:00
7367,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/18160>,2016-03-03 12:00:00
8177,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/23332>,2016-06-24 21:00:00
4516,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/1298>,2016-03-02 12:00:00
3025,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/119727>,2016-02-12 07:00:00
18474,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/90144>,2016-05-17 08:00:00
18362,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89478>,2016-11-29 06:00:00
15636,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/71529>,2016-12-03 17:00:00
13465,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:obs,<http://localhost/57651>,2016-01-12 18:00
4811,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/131610>,2016-01-19 17:00:00
8189,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/23430>,2016-02-23 08:00:00
10999,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/41043>,2016-04-20 09:00:00
6210,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/140333>,2016-07-22 17:00:00
14029,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/61054>,2016-01-07 15:00:00
12655,<http://localhost/FRAUDE>,crime:obs,<http://localhost/51729>,2016-09-17 12:00:00
3687,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/124111>,2016-10-25 06:10:00
17099,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/81114>,2016-05-12 12:00:00
2342,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/115395>,2016-07-20 16:00:00
1902,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/112734>,2016-08-11 15:30:00
9433,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/31044>,2016-01-22 23:30:00
8345,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/24449>,2016-02-29 13:10:00
15182,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/685>,2016-04-06 11:00:00
1026,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106842>,2016-08-12 21:30:00
1564,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/110309>,2016-07-02 12:10:00
12753,<http://localhost/FRAUDE>,crime:obs,<http://localhost/52468>,2016-03-14 12:00:00
4490,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/129576>,2016-09-12 00:00:00
12907,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:obs,<http://localhost/53772>,2016-09-12 05:45:00
10415,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/37158>,2016-04-09 03:54:00
18278,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/8891>,2016-02-25 07:40:00
12700,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/52136>,2016-06-28 17:00:00
14294,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62823>,2016-12-20 22:30:00
235,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101466>,2016-06-26 13:00:00
16132,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/74921>,2016-12-27 05:30:00
13678,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/58946>,2016-04-02 00:00:00
18932,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/93243>,2016-02-08 15:00:00
6148,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/139946>,2016-11-01 12:00:00
12397,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/50171>,2016-05-20 17:15:00
16800,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/79277>,2016-06-24 11:00:00
7718,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/20480>,2016-08-12 12:00:00
11347,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/43582>,2016-12-13 10:00:00
1425,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/109354>,2016-02-06 12:00:00
15452,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/70510>,2016-11-18 12:00:00
15525,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/70879>,2016-01-02 23:00:00
8524,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/25453>,2016-11-06 21:00:00
3558,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/1235>,2016-06-14 08:30:00
2351,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/11546>,2016-03-08 08:00:00
18253,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/88796>,2016-02-05 14:50:00
13516,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/5801>,2016-03-25 16:30:00
8010,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/22367>,2016-11-15 12:00:00
6903,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/15199>,2016-02-13 17:00:00
6526,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/142324>,2016-11-10 00:30:00
14712,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/65331>,2016-10-03 15:30:00
18338,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89350>,2016-08-30 18:00:00
9807,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/33451>,2016-10-21 08:21:00
12142,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48463>,2016-01-30 03:30:00
2041,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:obs,<http://localhost/113686>,2016-07-01 18:10:00
3769,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/124604>,2016-02-02 12:00:00
10276,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/36283>,2016-07-24 02:07:00
1453,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/109592>,2016-11-13 07:00:00
18441,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/89977>,2016-03-08 12:00:00
19737,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/98309>,2016-10-26 07:30:00
14457,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/63660>,2016-10-08 10:30:00
13551,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/58201>,2016-04-28 19:30:00
4110,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/126966>,2016-11-10 08:30:00
13746,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/59296>,2016-07-13 20:30:00
14732,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/65474>,2016-10-10 06:30:00
17517,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/84054>,2016-04-19 13:00:00
15821,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/72916>,2016-02-19 23:18:00
95,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/1007>,2016-02-12 11:00:00
12485,<http://localhost/FRAUDE>,crime:obs,<http://localhost/50666>,2016-08-23 12:00:00
989,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/10660>,2016-09-02 09:30:00
19157,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/94632>,2016-11-09 20:40:00
9472,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/31328>,2016-02-28 12:00:00
16062,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/74447>,2016-03-02 17:00:00
3195,<http://localhost/FRAUDE>,crime:obs,<http://localhost/120941>,2016-08-17 17:57:00
1246,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/108170>,2016-04-07 15:30:00
16347,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/76272>,2016-07-07 11:00:00
19751,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/98386>,2016-04-13 19:15:00
208,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/101358>,2016-01-07 14:30:00
2079,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/113855>,2016-07-30 14:40:00
15799,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/72769>,2016-01-02 09:00:00
17290,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/82475>,2016-01-01 20:15:00
3720,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/124296>,2016-03-05 12:00:00
9368,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/30747>,2016-04-16 12:00:00
6500,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/142156>,2016-01-19 09:29:00
5957,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/138490>,2016-09-07 14:20:00
4746,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/131165>,2016-04-06 14:30:00
6171,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/140100>,2016-07-15 09:25:00
8498,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/25363>,2016-12-21 19:50:00
18559,<http://localhost/DESPOJO>,crime:obs,<http://localhost/90852>,2016-02-04 10:31:00
3717,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/124261>,2016-02-08 22:30:00
4085,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/126767>,2016-06-23 22:00:00
9479,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/31362>,2016-01-10 08:00:00
11975,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/47516>,2016-03-07 08:30:00
7707,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/20332>,2016-09-08 12:43:00
3257,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/121400>,2016-09-04 17:15:00
14324,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62946>,2016-04-28 14:01:00
3503,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/123185>,2016-01-23 10:00:00
13539,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/58122>,2016-08-31 16:30:00
7300,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/17837>,2016-03-12 12:00:00
5484,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135667>,2016-10-15 03:00:00
19345,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95829>,2016-07-30 17:54:00
10374,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/36998>,2016-05-20 16:00:00
8497,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/25352>,2016-08-11 20:20:00
18190,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/88324>,2016-09-13 21:30:00
13946,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/60463>,2016-09-23 17:30:00
18520,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/90492>,2016-07-22 11:00:00
4218,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/127655>,2016-09-03 15:55:00
145,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/100999>,2016-05-27 05:15:00
2253,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/114805>,2016-02-25 16:20:00
17924,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/86681>,2016-06-22 22:05:00
6919,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/15295>,2016-06-24 07:11:00
1290,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/108455>,2016-08-30 08:00:00
7478,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/18772>,2016-05-08 19:10:00
9186,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/29712>,2016-12-05 12:30:00
13800,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/59664>,2016-09-02 17:00:00
6712,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/143533>,2016-05-03 12:30:00
2228,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/114597>,2016-10-30 19:00:00
6205,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/140277>,2016-01-28 08:15:00
1421,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/109324>,2016-05-09 17:00:00
8364,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/24563>,2016-04-18 19:05:00
9850,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/33807>,2016-12-02 16:30:00
13322,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/56874>,2016-10-05 20:09:00
7421,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/1851>,2016-05-06 15:00:00
15822,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/72918>,2016-02-23 09:00:00
17994,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87157>,2016-08-25 21:00:00
9287,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/30217>,2016-03-11 18:45:00
15283,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/6922>,2016-06-17 17:00:00
8938,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/28108>,2016-07-28 06:10:00
7182,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/1707>,2016-01-09 08:00:00
6261,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/140540>,2016-07-05 10:00:00
381,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/102489>,2016-10-16 14:30:00
18902,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:Denuncia,<http://localhost/93054>,2016-10-30 04:00:00
10552,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/38035>,2016-10-17 06:10:00
3947,<http://localhost/FRAUDE>,crime:obs,<http://localhost/125841>,2016-06-06 12:00:00
3532,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/123369>,2016-10-21 16:40:00
13027,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/54653>,2016-08-11 14:05:00
10573,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/38242>,2016-11-11 10:30:00
13796,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/59626>,2016-08-11 12:00:00
6445,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/141910>,2016-09-08 11:30:00
7799,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/20970>,2016-11-04 20:00:00
7264,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/17606>,2016-02-02 12:00:00
4145,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127243>,2016-05-04 13:30:00
7996,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/22281>,2016-08-04 19:00:00
3280,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/121573>,2016-07-04 18:55:00
893,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/106010>,2016-05-03 16:00:00
5925,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:obs,<http://localhost/13829>,2016-11-18 18:00:00
19688,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/97985>,2016-11-04 13:40:00
13229,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/56183>,2016-09-12 10:00:00
8540,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/25556>,2016-10-04 10:50:00
16377,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/76515>,2016-10-07 12:15:00
14434,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/63523>,2016-09-10 09:30:00
13566,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/58341>,2016-11-17 20:30:00
17803,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85782>,2016-02-24 11:00:00
10458,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/37386>,2016-05-16 17:30:00
1460,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/109628>,2016-08-19 09:00:00
17935,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/8671>,2016-09-20 17:00:00
1342,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/108896>,2016-08-12 21:15:00
10296,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/36503>,2016-02-23 16:00:00
7136,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/16821>,2016-04-06 17:30:00
19216,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/95065>,2016-11-01 12:20:00
8074,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/22743>,2016-05-25 21:30:00
14989,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/67207>,2016-10-28 07:00:00
12835,<http://localhost/FRAUDE>,crime:obs,<http://localhost/53207>,28/01/2016 12:00:00
16156,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/75013>,2016-06-26 05:30:00
11797,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/46323>,2016-03-20 12:00:00
17837,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/86033>,2016-09-22 19:50:00
1609,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/11050>,2016-10-21 12:00:00
382,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/102496>,2016-08-22 08:00:00
7613,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/19699>,2016-04-30 12:00:00
14302,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62869>,2016-06-23 18:00:00
2285,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/115007>,2016-10-12 15:35:00
5002,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/132746>,2016-11-17 14:00:00
3322,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/121836>,2016-09-30 18:45:00
9029,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/28678>,2016-12-31 11:40:00
8281,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/24056>,2016-08-22 07:30:00
14583,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/64474>,2016-12-15 06:30:00
17610,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/84686>,2016-09-12 05:00:00
5869,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137823>,2016-04-27 00:00:00
